code;product;quantity;cost
26570400;HG 26 570 400 Croma Select S Душевой гарнитур Multi L=900 мм, Ø110 мм, 3 режима, 16 л/мин;4;95.36
26571400;HG 26 571 400 Croma Select S Душевой гарнитур Multi L=900 мм, Ø110 мм, 3 режима, EcoSmart;8;95.36
26572400;HG 26 572 400 Croma Select S Душевой гарнитур Vario L=900 мм, Ø110 мм, 3 режима, 15 л/мин;3;84.27
26573400;HG 26 573 400 Croma Select S Душевой гарнитур Vario L=900 мм, Ø110 мм, 3 режима, EcoSmart;7;84.27
26574400;HG 26 574 400 Croma Select S Душевой гарнитур L=900 мм, Ø110 мм, 1 режим, 16 л/мин;2;77.2
26575400;HG 26 575 400 Croma Select S Душевой гарнитур L=900 мм, Ø110 мм, 1 режим, EcoSmart;5;77.2
26576000;HG 26 576 000 Crometta Верхний душ Ø180 мм, 1 режим Rain, 21 л/мин, пластик;9;115.96
26576400;HG 26 576 400 Crometta Верхний душ Ø180 мм, 1 режим Rain, 21 л/мин, пластик;10;115.96
26577400;HG 26 577 400 Crometta Верхний душ Ø180 мм, 1 режим Rain, 20 л/мин, пластик;1;115.96
26580400;HG 26 580 400 Croma Select E Душевой гарнитур Multi L=600 мм, Ø110 мм, 3 режима;6;88.47
26581400;HG 26 581 400 Croma Select E Душевой гарнитур Multi L=600 мм, Ø110 мм, 3 режима, EcoSmart;1;88.47
26582400;HG 26 582 400 Croma Select E Душевой гарнитур Vario L=600 мм, Ø110 мм, 3 режима;10;77.61
26583400;HG 26 583 400 Croma Select E Душевой гарнитур Vario L=600 мм, Ø110 мм, 3 режима, EcoSmart;4;77.61
26584400;HG 26 584 400 Croma Select E Душевой гарнитур L=600 мм, Ø110 мм, 1 режим, 16 л/мин;3;68.95
26586400;HG 26 586 400 Croma Select E Душевой гарнитур Vario L=625 мм, Ø110 мм, 3 режима, мыльн. Casetta;6;85.38
26590400;HG 26 590 400 Croma Select E Душевой гарнитур Multi L=900 мм, Ø110 мм, 3 режима, 16 л/мин;10;92.88
26592400;HG 26 592 400 Croma Select E Душевой гарнитур Vario L=900 мм, Ø110 мм, 3 режима, 15 л/мин;4;82.09
26593400;HG 26 593 400 Croma Select E Душевой гарнитур Vario L=900 мм, Ø110 мм, 3 режима, EcoSmart;2;82.09
26594400;HG 26 594 400 Croma Select E Душевой гарнитур L=900 мм, Ø110 мм, 1 режим, 16 л/мин;3;74.24
26604000;HG 26 604 000 Raindance E Верхний душ 360х190 мм, 1 режим RainAir, металл, ½, EcoSmart;1;521.79
26620000;HG 26 620 000 Raindance Select E Душевой гарнитур L=625 мм, Ø120 мм, 3 режима, мыльница Casetta;10;142.64
26620400;HG 26 620 400 Raindance Select E Душевой гарнитур L=625 мм, Ø120 мм, 3 режима, мыльница Casetta;6;142.64
26621000;HG 26 621 000 Raindance Select E Душевой гарнитур L=900 мм, Ø120 мм, 3 режима, мыльница Casetta;10;149.28
26621400;HG 26 621 400 Raindance Select E Душевой гарнитур L=900 мм, Ø120 мм, 3 режима, мыльница Casetta;10;149.28
26630400;HG 26 630 400 Raindance Select S Душевой гарнитур L=650 мм, Ø125 мм, 3 режима, с мыльницей;6;140.86
26631000;HG 26 631 000 Raindance Select S Душевой гарнитур L=900 мм, Ø125 мм, 3 режима, с мыльницей;5;149.28
26631400;HG 26 631 400 Raindance Select S Душевой гарнитур L=900 мм, Ø125 мм, 3 режима, с мыльницей;8;149.28
26632400;HG 26 632 400 Raindance Select S Душевой гарнитур L=650 мм, Ø125 мм, 3 реж., с мыльн., EcoSmart;1;151.6
26633400;HG 26 633 400 Raindance Select S Душевой гарнитур L=900 мм, Ø125 мм, 3 реж., с мыльн., EcoSmart;1;156.68
26650400;HG 26 650 400 Crometta Душевой гарнитур Multi L=600 мм, Ø100 мм, 3 режима, 19 л/мин;2;67.91
26651400;HG 26 651 400 Crometta Душевой гарнитур Vario L=600 мм, Ø100 мм, 4 режима, 18 л/мин;7;61.51
26652400;HG 26 652 400 Crometta Душевой гарнитур L=650 мм, Ø100 мм, 1 режим, 16 л/мин;1;56.64
26656400;HG 26 656 400 Crometta Душевой гарнитур Multi L=900 мм, Ø100 мм, 3 режима, 19 л/мин;1;72.51
26657400;HG 26 657 400 Crometta Душевой гарнитур Vario L=900 мм, Ø100 мм. 4 режима, 18 л/мин;9;66.19
26658400;HG 26 658 400 Crometta Душевой гарнитур L=900 мм, Ø100 мм, 1 режим, 16 л/мин;5;61.33
26659400;HG 26 659 400 Crometta Душевой гарнитур Multi L=900 мм, Ø100 мм, 3 режима, EcoSmart;2;72.51
26664400;HG 26 664 400 Crometta Душевой набор Ø100 мм, 1 режим, шланг 1250 мм;2;37.53
26665400;HG 26 665 400 Crometta Душевой набор Ø100 мм, 1 режим, шланг 1600 мм;4;35.64
26666400;HG 26 666 400 Crometta Душевой набор Vario Ø100 мм, 4 режима, шланг 1250 мм, 18 л/мин;2;38.55
26667400;HG 26 667 400 Crometta Душевой набор Vario Ø100 мм, 4 режима, шланг 1600 мм, 18 л/мин;1;40.41
26690400;HG 26 690 400 Crometta Душевой набор Ø100 мм, 1 режим, шланг 1250 мм, 14 л/мин;2;28.68
26692400;HG 26 692 400 Crometta Душевой набор Vario Ø100 мм, 2 режима, 14 л/мин;4;32.55
26693400;HG 26 693 400 Crometta Душевой набор Vario Ø100 мм, 2 режима, шланг 1250 мм, EcoSmart;1;32.55
26700000;HG 26 700 000 Raindance Select E Душевой набор Ø120 мм, 3 режима, 1250 мм;10;106.08
26700400;HG 26 700 400 Raindance Select E Душевой набор Ø120 мм, 3 режима, 1250 мм;10;106.08
26701000;HG 26 701 000 Raindance Select S Душевой набор Ø125 мм, 3 режима, шланг 1250 мм;10;106.08
26701400;HG 26 701 400 Raindance Select S Душевой набор Ø125 мм, 3 режима, шланг 1250 мм;10;106.08
26720000;HG 26 720 000 Raindance Select E Душевой набор Ø120 мм, 3 режима, шланг 1600 мм, 15 л/мин;4;95.1
26720400;HG 26 720 400 Raindance Select E Душевой набор Ø120 мм, 3 режима, шланг 1600 мм, 15 л/мин;2;95.1
26721000;HG 26 721 000 Raindance Select S Душевой набор Ø120 мм, 3 режима, шланг 1600 мм, 15 л/мин;10;95.1
26721400;HG 26 721 400 Raindance Select S Душевой набор Ø120 мм, 3 режима, шланг 1600 мм, 15 л/мин;1;95.1
26722000;HG 26 722 000 Crometta E Верхний душ 240х240 мм, 1 режим Rain, пластик, ½;3;175.18
26723000;HG 26 723 000 Crometta S Верхний душ Ø240 мм, 1 режим, пластик, ½, 18 л/мин;3;174.96
26724000;HG 26 724 000 Crometta S Верхний душ Ø240 мм, 1 режим, пластик, ½, 9 л/мин, EcoSmart;2;165.9
26725000;HG 26 725 000 Crometta S Верхний душ Ø240 мм, 1 режим, пластик, ½, Lowpressure;1;175.18
26726000;HG 26 726 000 Crometta E Верхний душ 240х240 мм, 1 режим Rain, пластик, ½, 18 л/мин;8;175.18
26791000;HG 26 791 000 Croma Select S Душевая система для душа Ø280/100 мм, 1/3 режима;3;662.95
26792000;HG 26 792 000 Croma Select S Душевая система для ванны, с термостатом, Ø280/100 мм, 1/3 режима;10;843.88
26793000;HG 26 793 000 Croma Select S Душевая система с переключателем, Ø280/100 мм, 1/3 режима;5;565.33
26794000;HG 26 794 000 Croma Select S Душевая система для душа с терм. Ø280/100 мм, 1/3 режима, EcoSmart;6;651.55
26800400;HG 26 800 400 Croma Select S Ручной душ Multi Ø110 мм, 3 режима, 16 л/мин;2;46.36
26801400;HG 26 801 400 Croma Select S Ручной душ Multi Ø110 мм, 3 режима, EcoSmart;2;46.36
26802400;HG 26 802 400 Croma Select S Ручной душ Vario Ø110 мм, 3 режима, 15 л/мин;4;35.26
26803400;HG 26 803 400 Croma Select S Ручной душ Vario Ø100 мм, 3 режима, EcoSmart;2;35.26
26804400;HG 26 804 400 Croma Select S Ручной душ Ø110 мм, 1 режим, 16 л/мин;5;28.33
26810400;HG 26 810 400 Croma Select E Ручной душ Multi Ø110 мм, 3 режима, 16 л/мин;10;45.11
26812400;HG 26 812 400 Croma Select E Ручной душ Ø110 мм, 3 режима, 15 л/мин;10;34.3
26814400;HG 26 814 400 Croma Select E Ручной душ Ø110 мм, 1 режим, 16 л/мин;9;28.33
26824400;HG 26 824 400 Crometta Ручной душ Vario Ø100 мм, 4 режима, 18 л/мин;10;21.03
26825400;HG 26 825 400 Crometta Ручной душ Ø100 мм, 1 режим, 16 л/мин;7;17.38
26910000;PH 26 910 000 Форсунка Normal;1;7.77
26912000;PH 26 912 000 Форсунка Vapour (водяной туман);1;7.77
27008000;HG 27 008 000 Raindance Lift Душевая панель Ø180/L150 мм, 2/1, 14-17 л/мин;3;2110.1
27008400;HG 27 008 400 Raindance Lift Душевая панель Ø180/L150 мм, 2/1, 14-17 л/мин;6;2110.1
27013400;HG 27 013 400 Croma Select S Vario L=650 мм, Ø110 мм, 3 режима / Ecostat Comfort для душа;1;215.79
27026000;HG 27 026 000 Raindance Select E EcoSmart L=650 мм, Ø120 мм, 3 режима / Shower TabletSelect 300;1;507.27
27027000;HG 27 027 000 Raindance Select E L=900 мм, Ø120 мм, 3 режима / Shower TabletSelect 300 для душа;2;512.44
27027400;HG 27 027 400 Raindance Select E L=900 мм, Ø120 мм, 3 режима / Shower TabletSelect 300 для душа;1;512.44
27030400;HG 27 030 400 Crometta 100 Vario L=650 мм, Ø100 мм, 3 режима / Ecostat Universal для душа;10;187.56
27031400;HG 27 031 400 Crometta 100 Vario L=900 мм, Ø100 мм, 3 режима / Ecostat Universal для душа;1;192.38
27032000;*АКЦИЯ*HG 27 032 000 Croma 100 Vario EcoSmart L=650 мм, Ø100 мм, 3 реж./ Ecostat Comfort;5;231.08
27035000;HG 27 035 000 Croma 100 Vario L=900 мм, Ø100 мм, 3 режима / Ecostat Comfort Combi для душа;1;232.1
27036000;HG 27 036 000 Raindance Select S L=650 мм, Ø150 мм, 3 режима / Ecostat Select для душа;2;425.94
27036400;HG 27 036 400 Raindance Select S L=650 мм, Ø150 мм, 3 режима / Ecostat Select для душа;1;429.78
27037000;***акцияСНЯТ HG 27 037 000 Raindance Select S L=900 мм, Ø150 мм, 3 реж. / Ecostat Select для душ;1;435.95
27037400;HG 27 037 400 Raindance Select S L=900 мм, Ø150 мм, 3 режима / Ecostat Select для душа;2;432.07
